dtm,o3_1
2023-07-15T07:10:00.000000,29.07
2023-07-15T07:15:00.000000,34.0
2023-07-15T07:20:00.000000,33.16
2023-07-15T07:25:00.000000,33.43
2023-07-15T07:30:00.000000,33.01
2023-07-15T07:35:00.000000,34.47
2023-07-15T07:40:00.000000,33.05
2023-07-15T07:45:00.000000,32.37
2023-07-15T07:50:00.000000,34.68
2023-07-15T07:55:00.000000,34.25
2023-07-15T08:00:00.000000,35.51
2023-07-15T08:05:00.000000,34.35
2023-07-15T08:10:00.000000,35.01
2023-07-15T08:15:00.000000,35.45
2023-07-15T08:20:00.000000,34.2
2023-07-15T08:25:00.000000,36.26
2023-07-15T08:30:00.000000,36.44
2023-07-15T08:35:00.000000,39.32
2023-07-15T08:40:00.000000,39.49
2023-07-15T08:45:00.000000,38.41
2023-07-15T08:50:00.000000,38.51
2023-07-15T08:55:00.000000,40.97
2023-07-15T09:00:00.000000,40.2
2023-07-15T09:05:00.000000,40.24
2023-07-15T09:10:00.000000,39.68
2023-07-15T09:15:00.000000,44.66
2023-07-15T09:20:00.000000,43.49
2023-07-15T09:25:00.000000,43.29
2023-07-15T09:30:00.000000,41.76
2023-07-15T09:35:00.000000,45.36
2023-07-15T09:40:00.000000,42.5
2023-07-15T09:45:00.000000,35.68
2023-07-15T09:50:00.000000,36.9
2023-07-15T09:55:00.000000,40.89
2023-07-15T10:00:00.000000,41.66
2023-07-15T10:05:00.000000,39.53
2023-07-15T10:10:00.000000,39.27
2023-07-15T10:15:00.000000,35.85
2023-07-15T10:20:00.000000,32.67
2023-07-15T10:25:00.000000,37.6
2023-07-15T10:30:00.000000,40.35
2023-07-15T10:35:00.000000,42.36
2023-07-15T10:40:00.000000,43.02
2023-07-15T10:45:00.000000,44.7
2023-07-15T10:50:00.000000,42.21
2023-07-15T10:55:00.000000,39.3
2023-07-15T11:00:00.000000,41.39
2023-07-15T11:05:00.000000,39.45
2023-07-15T11:10:00.000000,36.18
2023-07-15T11:15:00.000000,39.72
2023-07-15T11:20:00.000000,35.56
2023-07-15T11:25:00.000000,40.2
2023-07-15T11:30:00.000000,36.41
2023-07-15T11:35:00.000000,37.85
2023-07-15T11:40:00.000000,38.82
2023-07-15T11:45:00.000000,37.86
2023-07-15T11:50:00.000000,29.85
2023-07-15T11:55:00.000000,33.07
2023-07-15T12:00:00.000000,36.79
2023-07-15T12:05:00.000000,36.7
2023-07-15T12:10:00.000000,34.12
2023-07-15T12:15:00.000000,34.3
2023-07-15T12:20:00.000000,35.36
2023-07-15T12:25:00.000000,34.37
2023-07-15T12:30:00.000000,34.18
2023-07-15T12:35:00.000000,32.43
2023-07-15T12:40:00.000000,35.29
2023-07-15T12:45:00.000000,31.23
2023-07-15T12:50:00.000000,32.8
2023-07-15T12:55:00.000000,36.56
2023-07-15T13:00:00.000000,32.77
2023-07-15T13:05:00.000000,29.63
2023-07-15T13:10:00.000000,33.55
2023-07-15T13:15:00.000000,34.0
2023-07-15T13:20:00.000000,34.09
2023-07-15T13:25:00.000000,29.06
2023-07-15T13:30:00.000000,29.96
2023-07-15T13:35:00.000000,33.46
2023-07-15T13:40:00.000000,33.3
2023-07-15T13:45:00.000000,33.67
2023-07-15T13:50:00.000000,34.37
2023-07-15T13:55:00.000000,32.96
2023-07-15T14:00:00.000000,32.74
2023-07-15T14:05:00.000000,32.29
2023-07-15T14:10:00.000000,28.15
2023-07-15T14:15:00.000000,26.27
2023-07-15T14:20:00.000000,27.5
2023-07-15T14:25:00.000000,29.44
2023-07-15T14:30:00.000000,26.18
2023-07-15T14:35:00.000000,27.02
2023-07-15T14:40:00.000000,30.09
2023-07-15T14:45:00.000000,29.25
2023-07-15T14:50:00.000000,26.88
2023-07-15T14:55:00.000000,29.25
2023-07-15T15:00:00.000000,26.83
2023-07-15T15:05:00.000000,27.93
2023-07-15T15:10:00.000000,24.96
2023-07-15T15:15:00.000000,26.34
2023-07-15T15:20:00.000000,25.92
2023-07-15T15:25:00.000000,28.4
2023-07-15T15:30:00.000000,26.87
2023-07-15T15:35:00.000000,21.09
2023-07-15T15:40:00.000000,22.63
2023-07-15T15:45:00.000000,18.81
2023-07-15T15:50:00.000000,20.47
2023-07-15T15:55:00.000000,25.39
2023-07-15T16:00:00.000000,22.03
2023-07-15T16:05:00.000000,10.99
2023-07-15T16:10:00.000000,11.86
2023-07-15T16:15:00.000000,8.77
2023-07-15T16:20:00.000000,6.77
2023-07-15T16:25:00.000000,6.35
2023-07-15T16:30:00.000000,8.47
2023-07-15T16:35:00.000000,4.22
2023-07-15T16:40:00.000000,2.14
2023-07-15T16:45:00.000000,1.96
2023-07-15T16:50:00.000000,0.51
2023-07-15T16:55:00.000000,1.82
2023-07-15T17:00:00.000000,0.39
2023-07-15T17:05:00.000000,1.25
2023-07-15T17:10:00.000000,1.12
2023-07-15T17:15:00.000000,4.88
2023-07-15T17:20:00.000000,8.98
2023-07-15T17:25:00.000000,5.84
2023-07-15T17:30:00.000000,5.78
2023-07-15T17:35:00.000000,8.32
2023-07-15T17:40:00.000000,9.33
2023-07-15T17:45:00.000000,16.86
2023-07-15T17:50:00.000000,18.65
2023-07-15T17:55:00.000000,19.1
2023-07-15T18:00:00.000000,13.64
2023-07-15T18:05:00.000000,21.23
2023-07-15T18:10:00.000000,21.65
2023-07-15T18:15:00.000000,22.27
2023-07-15T18:20:00.000000,22.26
2023-07-15T18:25:00.000000,21.63
2023-07-15T18:30:00.000000,21.75
2023-07-15T18:35:00.000000,20.67
2023-07-15T18:40:00.000000,15.76
2023-07-15T18:45:00.000000,26.84
2023-07-15T18:50:00.000000,11.88
2023-07-15T18:55:00.000000,13.09
2023-07-15T19:00:00.000000,15.91
2023-07-15T19:05:00.000000,17.68
2023-07-15T19:10:00.000000,19.48
2023-07-15T19:15:00.000000,19.49
2023-07-15T19:20:00.000000,24.56
2023-07-15T19:25:00.000000,16.61
2023-07-15T19:30:00.000000,16.71
2023-07-15T19:35:00.000000,13.39
2023-07-15T19:40:00.000000,14.54
2023-07-15T19:45:00.000000,10.3
2023-07-15T19:50:00.000000,11.08
2023-07-15T19:55:00.000000,12.43
2023-07-15T20:00:00.000000,12.82
2023-07-15T20:05:00.000000,15.61
2023-07-15T20:10:00.000000,15.83
2023-07-15T20:15:00.000000,15.63
2023-07-15T20:20:00.000000,15.77
2023-07-15T20:25:00.000000,20.98
2023-07-15T20:30:00.000000,21.8
2023-07-15T20:35:00.000000,26.72
2023-07-15T20:40:00.000000,14.34
2023-07-15T20:45:00.000000,13.77
2023-07-15T20:50:00.000000,6.38
2023-07-15T20:55:00.000000,11.86
2023-07-15T21:00:00.000000,12.68
2023-07-15T21:05:00.000000,9.13
2023-07-15T21:10:00.000000,11.76
2023-07-15T21:15:00.000000,9.84
2023-07-15T21:20:00.000000,12.73
2023-07-15T21:25:00.000000,14.54
2023-07-15T21:30:00.000000,16.07
2023-07-15T21:35:00.000000,17.62
2023-07-15T21:40:00.000000,17.97
2023-07-15T21:45:00.000000,16.67
2023-07-15T21:50:00.000000,25.48
2023-07-15T21:55:00.000000,22.57
2023-07-15T22:00:00.000000,16.7
2023-07-15T22:05:00.000000,17.58
2023-07-15T22:10:00.000000,17.32
2023-07-15T22:15:00.000000,19.23
2023-07-15T22:20:00.000000,24.39
2023-07-15T22:25:00.000000,26.61
2023-07-15T22:30:00.000000,20.42
2023-07-15T22:35:00.000000,15.45
2023-07-15T22:40:00.000000,20.3
2023-07-15T22:45:00.000000,22.6
2023-07-15T22:50:00.000000,21.93
2023-07-15T22:55:00.000000,18.94
2023-07-15T23:00:00.000000,19.3
2023-07-15T23:05:00.000000,22.3
2023-07-15T23:10:00.000000,20.34
2023-07-15T23:15:00.000000,16.23
2023-07-15T23:20:00.000000,16.0
2023-07-15T23:25:00.000000,17.67
2023-07-15T23:30:00.000000,14.87
2023-07-15T23:35:00.000000,26.39
2023-07-15T23:40:00.000000,21.89
2023-07-15T23:45:00.000000,22.82
2023-07-15T23:50:00.000000,20.25
2023-07-15T23:55:00.000000,25.03
2023-07-16T00:00:00.000000,25.38
2023-07-16T00:05:00.000000,25.07
2023-07-16T00:10:00.000000,25.69
2023-07-16T00:15:00.000000,22.38
2023-07-16T00:20:00.000000,23.77
2023-07-16T00:25:00.000000,24.25
2023-07-16T00:30:00.000000,24.12
2023-07-16T00:35:00.000000,25.6
2023-07-16T00:40:00.000000,22.21
2023-07-16T00:45:00.000000,22.2
2023-07-16T00:50:00.000000,22.72
2023-07-16T00:55:00.000000,21.37
2023-07-16T01:00:00.000000,21.98
2023-07-16T01:05:00.000000,22.23
2023-07-16T01:10:00.000000,23.49
2023-07-16T01:15:00.000000,24.61
2023-07-16T01:20:00.000000,24.01
2023-07-16T01:25:00.000000,25.31
2023-07-16T01:30:00.000000,26.26
2023-07-16T01:35:00.000000,24.57
2023-07-16T01:40:00.000000,16.91
2023-07-16T01:45:00.000000,14.48
2023-07-16T01:50:00.000000,17.85
2023-07-16T01:55:00.000000,18.41
2023-07-16T02:00:00.000000,18.37
2023-07-16T02:05:00.000000,17.67
2023-07-16T02:10:00.000000,18.12
2023-07-16T02:15:00.000000,16.8
2023-07-16T02:20:00.000000,16.59
2023-07-16T02:25:00.000000,18.37
2023-07-16T02:30:00.000000,18.97
2023-07-16T02:35:00.000000,20.57
2023-07-16T02:40:00.000000,21.8
2023-07-16T02:45:00.000000,22.59
2023-07-16T02:50:00.000000,20.48
2023-07-16T02:55:00.000000,24.98
2023-07-16T03:00:00.000000,22.02
2023-07-16T03:05:00.000000,22.54
2023-07-16T03:10:00.000000,20.02
2023-07-16T03:15:00.000000,19.07
2023-07-16T03:20:00.000000,20.54
2023-07-16T03:25:00.000000,24.92
2023-07-16T03:30:00.000000,30.16
2023-07-16T03:35:00.000000,21.9
2023-07-16T03:40:00.000000,24.61
2023-07-16T03:45:00.000000,18.66
2023-07-16T03:50:00.000000,17.82
2023-07-16T03:55:00.000000,19.4
2023-07-16T04:00:00.000000,20.7
2023-07-16T04:05:00.000000,21.05
2023-07-16T04:10:00.000000,17.21
2023-07-16T04:15:00.000000,17.54
2023-07-16T04:20:00.000000,18.88
2023-07-16T04:25:00.000000,16.65
2023-07-16T04:30:00.000000,17.63
2023-07-16T04:35:00.000000,22.07
2023-07-16T04:40:00.000000,19.44
2023-07-16T04:45:00.000000,18.19
2023-07-16T04:50:00.000000,26.3
2023-07-16T04:55:00.000000,17.91
2023-07-16T05:00:00.000000,17.77
2023-07-16T05:05:00.000000,17.6
2023-07-16T05:10:00.000000,16.44
2023-07-16T05:15:00.000000,14.38
2023-07-16T05:20:00.000000,21.76
2023-07-16T05:25:00.000000,16.53
2023-07-16T05:30:00.000000,21.45
2023-07-16T05:35:00.000000,15.43
2023-07-16T05:40:00.000000,14.87
2023-07-16T05:45:00.000000,17.66
2023-07-16T05:50:00.000000,20.11
2023-07-16T05:55:00.000000,17.26
2023-07-16T06:00:00.000000,18.44
2023-07-16T06:05:00.000000,17.58
2023-07-16T06:10:00.000000,21.54
2023-07-16T06:15:00.000000,23.26
2023-07-16T06:20:00.000000,26.29
2023-07-16T06:25:00.000000,28.88
2023-07-16T06:30:00.000000,26.51
2023-07-16T06:35:00.000000,25.51
2023-07-16T06:40:00.000000,27.47
2023-07-16T06:45:00.000000,26.16
2023-07-16T06:50:00.000000,24.14
2023-07-16T06:55:00.000000,24.56
2023-07-16T07:00:00.000000,25.52
2023-07-16T07:05:00.000000,30.22
2023-07-16T07:10:00.000000,27.5
2023-07-16T07:15:00.000000,25.56
2023-07-16T07:20:00.000000,24.4
2023-07-16T07:25:00.000000,24.02
2023-07-16T07:30:00.000000,26.43
2023-07-16T07:35:00.000000,24.2
2023-07-16T07:40:00.000000,27.47
2023-07-16T07:45:00.000000,25.49
2023-07-16T07:50:00.000000,27.77
2023-07-16T07:55:00.000000,25.45
2023-07-16T08:00:00.000000,28.69
2023-07-16T08:05:00.000000,27.57
2023-07-16T08:10:00.000000,27.87
2023-07-16T08:15:00.000000,31.19
2023-07-16T08:20:00.000000,31.24
2023-07-16T08:25:00.000000,29.48
2023-07-16T08:30:00.000000,28.71
2023-07-16T08:35:00.000000,28.06
2023-07-16T08:40:00.000000,27.5
2023-07-16T08:45:00.000000,29.15
2023-07-16T08:50:00.000000,27.62
2023-07-16T08:55:00.000000,28.51
2023-07-16T09:00:00.000000,28.63
2023-07-16T09:05:00.000000,32.62
2023-07-16T09:10:00.000000,29.22
2023-07-16T09:15:00.000000,30.18
2023-07-16T09:20:00.000000,30.0
2023-07-16T09:25:00.000000,34.62
2023-07-16T09:30:00.000000,32.85
2023-07-16T09:35:00.000000,33.75
2023-07-16T09:40:00.000000,34.01
2023-07-16T09:45:00.000000,33.95
2023-07-16T09:50:00.000000,32.1
2023-07-16T09:55:00.000000,32.62
2023-07-16T10:00:00.000000,32.57
2023-07-16T10:05:00.000000,32.97
2023-07-16T10:10:00.000000,32.86
2023-07-16T10:15:00.000000,36.04
2023-07-16T10:20:00.000000,33.34
2023-07-16T10:25:00.000000,33.69
2023-07-16T10:30:00.000000,33.74
2023-07-16T10:35:00.000000,34.6
2023-07-16T10:40:00.000000,36.19
2023-07-16T10:45:00.000000,35.63
2023-07-16T10:50:00.000000,34.51
2023-07-16T10:55:00.000000,39.03
2023-07-16T11:00:00.000000,38.74
2023-07-16T11:05:00.000000,38.31
2023-07-16T11:10:00.000000,36.83
2023-07-16T11:15:00.000000,36.81
2023-07-16T11:20:00.000000,36.33
2023-07-16T11:25:00.000000,31.47
2023-07-16T11:30:00.000000,37.96
2023-07-16T11:35:00.000000,40.57
2023-07-16T11:40:00.000000,43.37
2023-07-16T11:45:00.000000,41.13
2023-07-16T11:50:00.000000,36.34
2023-07-16T11:55:00.000000,37.26
2023-07-16T12:00:00.000000,39.35
2023-07-16T12:05:00.000000,34.85
2023-07-16T12:10:00.000000,38.46
2023-07-16T12:15:00.000000,33.52
2023-07-16T12:20:00.000000,36.16
2023-07-16T12:25:00.000000,34.41
2023-07-16T12:30:00.000000,34.02
2023-07-16T12:35:00.000000,34.74
2023-07-16T12:40:00.000000,35.68
2023-07-16T12:45:00.000000,35.81
2023-07-16T12:50:00.000000,34.13
2023-07-16T12:55:00.000000,36.28
2023-07-16T13:00:00.000000,39.9
2023-07-16T13:05:00.000000,35.24
2023-07-16T13:10:00.000000,34.71
2023-07-16T13:15:00.000000,37.18
2023-07-16T13:20:00.000000,35.85
2023-07-16T13:25:00.000000,36.78
2023-07-16T13:30:00.000000,36.64
2023-07-16T13:35:00.000000,36.72
2023-07-16T13:40:00.000000,38.78
2023-07-16T13:45:00.000000,36.79
2023-07-16T13:50:00.000000,36.38
2023-07-16T13:55:00.000000,37.18
2023-07-16T14:00:00.000000,35.88
2023-07-16T14:05:00.000000,35.39
2023-07-16T14:10:00.000000,34.81
2023-07-16T14:15:00.000000,35.38
2023-07-16T14:20:00.000000,36.45
2023-07-16T14:25:00.000000,35.8
2023-07-16T14:30:00.000000,36.91
2023-07-16T14:35:00.000000,34.22
2023-07-16T14:40:00.000000,35.66
2023-07-16T14:45:00.000000,34.35
2023-07-16T14:50:00.000000,36.97
2023-07-16T14:55:00.000000,36.24
2023-07-16T15:00:00.000000,36.89
2023-07-16T15:05:00.000000,34.27
2023-07-16T15:10:00.000000,34.48
2023-07-16T15:15:00.000000,36.3
2023-07-16T15:20:00.000000,34.77
2023-07-16T15:25:00.000000,31.93
2023-07-16T15:30:00.000000,24.96
2023-07-16T15:35:00.000000,16.72
2023-07-16T15:40:00.000000,15.6
2023-07-16T15:45:00.000000,15.1
2023-07-16T15:50:00.000000,20.03
2023-07-16T15:55:00.000000,18.71
2023-07-16T16:00:00.000000,20.54
2023-07-16T16:05:00.000000,18.41
2023-07-16T16:10:00.000000,20.41
2023-07-16T16:15:00.000000,20.06
2023-07-16T16:20:00.000000,14.8
2023-07-16T16:25:00.000000,23.33
2023-07-16T16:30:00.000000,18.37
2023-07-16T16:35:00.000000,10.82
2023-07-16T16:40:00.000000,11.92
2023-07-16T16:45:00.000000,22.02
2023-07-16T16:50:00.000000,25.24
2023-07-16T16:55:00.000000,24.05
2023-07-16T17:00:00.000000,19.26
2023-07-16T17:05:00.000000,18.83
2023-07-16T17:10:00.000000,18.2
2023-07-16T17:15:00.000000,20.51
2023-07-16T17:20:00.000000,15.48
2023-07-16T17:25:00.000000,19.42
2023-07-16T17:30:00.000000,14.92
2023-07-16T17:35:00.000000,12.83
2023-07-16T17:40:00.000000,14.91
2023-07-16T17:45:00.000000,8.83
2023-07-16T17:50:00.000000,17.77
2023-07-16T17:55:00.000000,14.67
2023-07-16T18:00:00.000000,13.52
2023-07-16T18:05:00.000000,14.89
2023-07-16T18:10:00.000000,13.9
2023-07-16T18:15:00.000000,13.0
2023-07-16T18:20:00.000000,14.43
2023-07-16T18:25:00.000000,12.03
2023-07-16T18:30:00.000000,8.94
2023-07-16T18:35:00.000000,12.12
2023-07-16T18:40:00.000000,9.08
2023-07-16T18:45:00.000000,11.07
2023-07-16T18:50:00.000000,11.41
2023-07-16T18:55:00.000000,11.89
2023-07-16T19:00:00.000000,12.4
2023-07-16T19:05:00.000000,13.27
2023-07-16T19:10:00.000000,15.45
2023-07-16T19:15:00.000000,12.15
2023-07-16T19:20:00.000000,12.97
2023-07-16T19:25:00.000000,13.23
2023-07-16T19:30:00.000000,12.8
2023-07-16T19:35:00.000000,12.59
2023-07-16T19:40:00.000000,15.44
2023-07-16T19:45:00.000000,15.62
2023-07-16T19:50:00.000000,16.5
2023-07-16T19:55:00.000000,12.88
2023-07-16T20:00:00.000000,13.53
2023-07-16T20:05:00.000000,13.11
2023-07-16T20:10:00.000000,11.62
2023-07-16T20:15:00.000000,13.43
2023-07-16T20:20:00.000000,16.99
2023-07-16T20:25:00.000000,15.14
2023-07-16T20:30:00.000000,13.7
2023-07-16T20:35:00.000000,14.57
2023-07-16T20:40:00.000000,16.74
2023-07-16T20:45:00.000000,21.04
2023-07-16T20:50:00.000000,19.99
2023-07-16T20:55:00.000000,20.51
2023-07-16T21:00:00.000000,19.6
2023-07-16T21:05:00.000000,19.37
2023-07-16T21:10:00.000000,24.41
2023-07-16T21:15:00.000000,20.97
2023-07-16T21:20:00.000000,24.15
2023-07-16T21:25:00.000000,24.42
2023-07-16T21:30:00.000000,24.98
2023-07-16T21:35:00.000000,28.03
2023-07-16T21:40:00.000000,28.58
2023-07-16T21:45:00.000000,24.58
2023-07-16T21:50:00.000000,22.68
2023-07-16T21:55:00.000000,23.21
2023-07-16T22:00:00.000000,23.55
2023-07-16T22:05:00.000000,25.28
2023-07-16T22:10:00.000000,25.1
2023-07-16T22:15:00.000000,24.75
2023-07-16T22:20:00.000000,26.02
2023-07-16T22:25:00.000000,26.83
2023-07-16T22:30:00.000000,24.88
2023-07-16T22:35:00.000000,24.4
2023-07-16T22:40:00.000000,25.48
2023-07-16T22:45:00.000000,26.22
2023-07-16T22:50:00.000000,27.01
2023-07-16T22:55:00.000000,26.01
2023-07-16T23:00:00.000000,27.83
2023-07-16T23:05:00.000000,26.04
2023-07-16T23:10:00.000000,23.58
2023-07-16T23:15:00.000000,23.4
2023-07-16T23:20:00.000000,24.25
2023-07-16T23:25:00.000000,24.62
2023-07-16T23:30:00.000000,26.86
2023-07-16T23:35:00.000000,26.56
2023-07-16T23:40:00.000000,26.66
2023-07-16T23:45:00.000000,26.81
2023-07-16T23:50:00.000000,25.81
2023-07-16T23:55:00.000000,27.38
2023-07-17T00:00:00.000000,25.9
2023-07-17T00:05:00.000000,29.64
2023-07-17T00:10:00.000000,28.02
2023-07-17T00:15:00.000000,27.02
2023-07-17T00:20:00.000000,26.57
2023-07-17T00:25:00.000000,26.15
2023-07-17T00:30:00.000000,24.63
2023-07-17T00:35:00.000000,30.62
2023-07-17T00:40:00.000000,25.8
2023-07-17T00:45:00.000000,26.44
2023-07-17T00:50:00.000000,24.87
2023-07-17T00:55:00.000000,24.14
2023-07-17T01:00:00.000000,27.0
2023-07-17T01:05:00.000000,24.36
2023-07-17T01:10:00.000000,24.41
2023-07-17T01:15:00.000000,22.89
2023-07-17T01:20:00.000000,32.87
2023-07-17T01:25:00.000000,23.08
2023-07-17T01:30:00.000000,21.63
2023-07-17T01:35:00.000000,21.85
2023-07-17T01:40:00.000000,25.05
2023-07-17T01:45:00.000000,23.18
2023-07-17T01:50:00.000000,28.47
2023-07-17T01:55:00.000000,25.07
2023-07-17T02:00:00.000000,21.1
2023-07-17T02:05:00.000000,26.46
2023-07-17T02:10:00.000000,27.98
2023-07-17T02:15:00.000000,25.64
2023-07-17T02:20:00.000000,20.14
2023-07-17T02:25:00.000000,20.88
2023-07-17T02:30:00.000000,23.12
2023-07-17T02:35:00.000000,22.17
2023-07-17T02:40:00.000000,26.76
2023-07-17T02:45:00.000000,18.79
2023-07-17T02:50:00.000000,16.24
2023-07-17T02:55:00.000000,22.51
2023-07-17T03:00:00.000000,24.09
2023-07-17T03:05:00.000000,24.58
2023-07-17T03:10:00.000000,29.48
2023-07-17T03:15:00.000000,21.64
2023-07-17T03:20:00.000000,27.05
2023-07-17T03:25:00.000000,23.68
2023-07-17T03:30:00.000000,29.31
2023-07-17T03:35:00.000000,27.32
2023-07-17T03:40:00.000000,24.4
2023-07-17T03:45:00.000000,25.17
2023-07-17T03:50:00.000000,20.05
2023-07-17T03:55:00.000000,21.28
2023-07-17T04:00:00.000000,19.77
2023-07-17T04:05:00.000000,26.49
2023-07-17T04:10:00.000000,25.69
2023-07-17T04:15:00.000000,24.81
2023-07-17T04:20:00.000000,25.6
2023-07-17T04:25:00.000000,27.2
2023-07-17T04:30:00.000000,24.35
2023-07-17T04:35:00.000000,22.78
2023-07-17T04:40:00.000000,26.2
2023-07-17T04:45:00.000000,26.92
2023-07-17T04:50:00.000000,27.86
2023-07-17T04:55:00.000000,28.19
2023-07-17T05:00:00.000000,28.65
2023-07-17T05:05:00.000000,27.45
2023-07-17T05:10:00.000000,27.9
2023-07-17T05:15:00.000000,27.53
2023-07-17T05:20:00.000000,28.24
2023-07-17T05:25:00.000000,29.15
2023-07-17T05:30:00.000000,28.03
2023-07-17T05:35:00.000000,29.13
2023-07-17T05:40:00.000000,29.1
2023-07-17T05:45:00.000000,30.83
2023-07-17T05:50:00.000000,30.96
2023-07-17T05:55:00.000000,30.14
2023-07-17T06:00:00.000000,32.44
2023-07-17T06:05:00.000000,32.48
2023-07-17T06:10:00.000000,32.03
2023-07-17T06:15:00.000000,32.41
2023-07-17T06:20:00.000000,32.93
2023-07-17T06:25:00.000000,28.62
2023-07-17T06:30:00.000000,30.61
2023-07-17T06:35:00.000000,29.56
2023-07-17T06:40:00.000000,30.18
2023-07-17T06:45:00.000000,31.75
2023-07-17T06:50:00.000000,29.86
2023-07-17T06:55:00.000000,31.61
2023-07-17T07:00:00.000000,31.62
2023-07-17T07:05:00.000000,31.39
2023-07-17T07:10:00.000000,30.58
2023-07-17T07:15:00.000000,32.59
2023-07-17T07:20:00.000000,32.53
2023-07-17T07:25:00.000000,33.62
2023-07-17T07:30:00.000000,30.8
2023-07-17T07:35:00.000000,32.17
2023-07-17T07:40:00.000000,31.23
2023-07-17T07:45:00.000000,32.02
2023-07-17T07:50:00.000000,31.45
2023-07-17T07:55:00.000000,30.83
2023-07-17T08:00:00.000000,30.92
2023-07-17T08:05:00.000000,31.7
2023-07-17T08:10:00.000000,32.02
2023-07-17T08:15:00.000000,31.79
2023-07-17T08:20:00.000000,34.61
2023-07-17T08:25:00.000000,30.69
2023-07-17T08:30:00.000000,33.83
2023-07-17T08:35:00.000000,28.68
2023-07-17T08:40:00.000000,31.88
2023-07-17T08:45:00.000000,31.23
2023-07-17T08:50:00.000000,30.63
2023-07-17T08:55:00.000000,31.35
2023-07-17T09:00:00.000000,31.94
2023-07-17T09:05:00.000000,36.32
2023-07-17T09:10:00.000000,31.95
2023-07-17T09:15:00.000000,34.04
2023-07-17T09:20:00.000000,33.43
2023-07-17T09:25:00.000000,34.4
2023-07-17T09:30:00.000000,32.5
2023-07-17T09:35:00.000000,29.15
2023-07-17T09:40:00.000000,29.41
2023-07-17T09:45:00.000000,31.62
2023-07-17T09:50:00.000000,34.05
2023-07-17T09:55:00.000000,31.51
2023-07-17T10:00:00.000000,29.19
2023-07-17T10:05:00.000000,29.76
2023-07-17T10:10:00.000000,34.61
2023-07-17T10:15:00.000000,30.86
2023-07-17T10:20:00.000000,33.09
2023-07-17T10:25:00.000000,33.81
2023-07-17T10:30:00.000000,32.05
2023-07-17T10:35:00.000000,33.59
2023-07-17T10:40:00.000000,33.33
2023-07-17T10:45:00.000000,33.59
2023-07-17T10:50:00.000000,22.51
2023-07-17T10:55:00.000000,25.33
2023-07-17T11:00:00.000000,23.17
2023-07-17T11:05:00.000000,25.34
2023-07-17T11:10:00.000000,28.95
2023-07-17T11:15:00.000000,26.87
2023-07-17T11:20:00.000000,26.84
2023-07-17T11:25:00.000000,27.06
2023-07-17T11:30:00.000000,31.66
2023-07-17T11:35:00.000000,29.28
2023-07-17T11:40:00.000000,33.26
2023-07-17T11:45:00.000000,33.37
2023-07-17T11:50:00.000000,31.72
2023-07-17T11:55:00.000000,33.14
2023-07-17T12:00:00.000000,34.01
2023-07-17T12:05:00.000000,35.76
2023-07-17T12:10:00.000000,36.63
2023-07-17T12:15:00.000000,38.91
2023-07-17T12:20:00.000000,36.09
2023-07-17T12:25:00.000000,39.3
2023-07-17T12:30:00.000000,37.88
2023-07-17T12:35:00.000000,40.63
2023-07-17T12:40:00.000000,40.67
2023-07-17T12:45:00.000000,42.2
2023-07-17T12:50:00.000000,39.94
2023-07-17T12:55:00.000000,41.19
2023-07-17T13:00:00.000000,40.18
2023-07-17T13:05:00.000000,41.27
2023-07-17T13:10:00.000000,37.96
2023-07-17T13:15:00.000000,38.49
2023-07-17T13:20:00.000000,40.7
2023-07-17T13:25:00.000000,40.62
2023-07-17T13:30:00.000000,41.69
2023-07-17T13:35:00.000000,38.72
2023-07-17T13:40:00.000000,38.09
2023-07-17T13:45:00.000000,38.46
2023-07-17T13:50:00.000000,38.66
2023-07-17T13:55:00.000000,39.23
2023-07-17T14:00:00.000000,35.53
2023-07-17T14:05:00.000000,28.36
2023-07-17T14:10:00.000000,27.15
2023-07-17T14:15:00.000000,30.75
2023-07-17T14:20:00.000000,32.66
2023-07-17T14:25:00.000000,29.19
2023-07-17T14:30:00.000000,25.62
2023-07-17T14:35:00.000000,29.59
2023-07-17T14:40:00.000000,30.63
2023-07-17T14:45:00.000000,32.41
2023-07-17T14:50:00.000000,31.57
2023-07-17T14:55:00.000000,24.05
2023-07-17T15:00:00.000000,28.19
2023-07-17T15:05:00.000000,24.62
2023-07-17T15:10:00.000000,21.3
2023-07-17T15:15:00.000000,21.26
2023-07-17T15:20:00.000000,25.32
2023-07-17T15:25:00.000000,23.09
2023-07-17T15:30:00.000000,20.83
2023-07-17T15:35:00.000000,27.17
2023-07-17T15:40:00.000000,23.96
2023-07-17T15:45:00.000000,22.56
2023-07-17T15:50:00.000000,20.43
2023-07-17T15:55:00.000000,19.7
2023-07-17T16:00:00.000000,20.08
2023-07-17T16:05:00.000000,18.31
2023-07-17T16:10:00.000000,20.9
2023-07-17T16:15:00.000000,20.65
2023-07-17T16:20:00.000000,15.74
2023-07-17T16:25:00.000000,11.16
2023-07-17T16:30:00.000000,6.75
2023-07-17T16:35:00.000000,6.33
2023-07-17T16:40:00.000000,4.9
2023-07-17T16:45:00.000000,5.25
2023-07-17T16:50:00.000000,4.08
2023-07-17T16:55:00.000000,3.61
2023-07-17T17:00:00.000000,4.21
2023-07-17T17:05:00.000000,2.6
2023-07-17T17:10:00.000000,1.08
2023-07-17T17:15:00.000000,4.33
2023-07-17T17:20:00.000000,4.56
