dtm,o3_1
2023-07-12T20:55:00.000000,14.35
2023-07-12T21:00:00.000000,15.48
2023-07-12T21:05:00.000000,13.69
2023-07-12T21:10:00.000000,15.6
2023-07-12T21:15:00.000000,15.69
2023-07-12T21:20:00.000000,15.43
2023-07-12T21:25:00.000000,17.05
2023-07-12T21:30:00.000000,18.32
2023-07-12T21:35:00.000000,14.22
2023-07-12T21:40:00.000000,14.26
2023-07-12T21:45:00.000000,11.22
2023-07-12T21:50:00.000000,8.78
2023-07-12T21:55:00.000000,9.43
2023-07-12T22:00:00.000000,13.43
2023-07-12T22:05:00.000000,17.26
2023-07-12T22:10:00.000000,16.6
2023-07-12T22:15:00.000000,20.11
2023-07-12T22:20:00.000000,23.39
2023-07-12T22:25:00.000000,25.63
2023-07-12T22:30:00.000000,22.95
2023-07-12T22:35:00.000000,23.11
2023-07-12T22:40:00.000000,27.95
2023-07-12T22:45:00.000000,25.57
2023-07-12T22:50:00.000000,23.51
2023-07-12T22:55:00.000000,25.64
2023-07-12T23:00:00.000000,24.24
2023-07-12T23:05:00.000000,25.74
2023-07-12T23:10:00.000000,21.65
2023-07-12T23:15:00.000000,23.2
2023-07-12T23:20:00.000000,21.69
2023-07-12T23:25:00.000000,22.77
2023-07-12T23:30:00.000000,22.2
2023-07-12T23:35:00.000000,20.06
2023-07-12T23:40:00.000000,21.07
2023-07-12T23:45:00.000000,20.31
2023-07-12T23:50:00.000000,20.54
2023-07-12T23:55:00.000000,22.12
2023-07-13T00:00:00.000000,21.46
2023-07-13T00:05:00.000000,26.66
2023-07-13T00:10:00.000000,24.2
2023-07-13T00:15:00.000000,23.51
2023-07-13T00:20:00.000000,22.52
2023-07-13T00:25:00.000000,27.4
2023-07-13T00:30:00.000000,24.33
2023-07-13T00:35:00.000000,27.3
2023-07-13T00:40:00.000000,21.37
2023-07-13T00:45:00.000000,24.75
2023-07-13T00:50:00.000000,25.07
2023-07-13T00:55:00.000000,24.86
2023-07-13T01:00:00.000000,29.12
2023-07-13T01:05:00.000000,26.62
2023-07-13T01:10:00.000000,30.45
2023-07-13T01:15:00.000000,36.92
2023-07-13T01:20:00.000000,28.8
2023-07-13T01:25:00.000000,26.32
2023-07-13T01:30:00.000000,24.88
2023-07-13T01:35:00.000000,25.48
2023-07-13T01:40:00.000000,24.4
2023-07-13T01:45:00.000000,30.45
2023-07-13T01:50:00.000000,25.41
2023-07-13T01:55:00.000000,22.66
2023-07-13T02:00:00.000000,23.75
2023-07-13T02:05:00.000000,26.55
2023-07-13T02:10:00.000000,24.82
2023-07-13T02:15:00.000000,26.34
2023-07-13T02:20:00.000000,23.34
2023-07-13T02:25:00.000000,25.61
2023-07-13T02:30:00.000000,25.04
2023-07-13T02:35:00.000000,22.97
2023-07-13T02:40:00.000000,23.25
2023-07-13T02:45:00.000000,20.94
2023-07-13T02:50:00.000000,22.42
2023-07-13T02:55:00.000000,23.61
2023-07-13T03:00:00.000000,24.4
2023-07-13T03:05:00.000000,27.23
2023-07-13T03:10:00.000000,23.79
2023-07-13T03:15:00.000000,23.64
2023-07-13T03:20:00.000000,24.73
2023-07-13T03:25:00.000000,26.74
2023-07-13T03:30:00.000000,20.77
2023-07-13T03:35:00.000000,19.71
2023-07-13T03:40:00.000000,22.79
2023-07-13T03:45:00.000000,22.22
2023-07-13T03:50:00.000000,28.11
2023-07-13T03:55:00.000000,18.38
2023-07-13T04:00:00.000000,21.06
2023-07-13T04:05:00.000000,21.53
2023-07-13T04:10:00.000000,23.74
2023-07-13T04:15:00.000000,19.54
2023-07-13T04:20:00.000000,23.21
2023-07-13T04:25:00.000000,19.73
2023-07-13T04:30:00.000000,22.17
2023-07-13T04:35:00.000000,18.53
2023-07-13T04:40:00.000000,18.51
2023-07-13T04:45:00.000000,17.45
2023-07-13T04:50:00.000000,18.82
2023-07-13T04:55:00.000000,21.02
2023-07-13T05:00:00.000000,32.03
2023-07-13T05:05:00.000000,31.79
2023-07-13T05:10:00.000000,24.02
2023-07-13T05:15:00.000000,20.49
2023-07-13T05:20:00.000000,24.91
2023-07-13T05:25:00.000000,22.65
2023-07-13T05:30:00.000000,25.08
2023-07-13T05:35:00.000000,23.37
2023-07-13T05:40:00.000000,28.98
2023-07-13T05:45:00.000000,21.72
2023-07-13T05:50:00.000000,31.48
2023-07-13T05:55:00.000000,26.09
2023-07-13T06:00:00.000000,29.87
2023-07-13T06:05:00.000000,24.22
2023-07-13T06:10:00.000000,31.91
2023-07-13T06:15:00.000000,31.43
2023-07-13T06:20:00.000000,22.72
2023-07-13T06:25:00.000000,39.13
2023-07-13T06:30:00.000000,26.96
2023-07-13T06:35:00.000000,32.99
2023-07-13T06:40:00.000000,26.93
2023-07-13T06:45:00.000000,25.13
2023-07-13T06:50:00.000000,34.57
2023-07-13T06:55:00.000000,26.53
2023-07-13T07:00:00.000000,36.49
2023-07-13T07:05:00.000000,33.95
2023-07-13T07:10:00.000000,29.45
2023-07-13T07:15:00.000000,32.14
2023-07-13T07:20:00.000000,32.76
2023-07-13T07:25:00.000000,32.99
2023-07-13T07:30:00.000000,34.93
2023-07-13T07:35:00.000000,36.46
2023-07-13T07:40:00.000000,33.9
2023-07-13T07:45:00.000000,30.89
2023-07-13T07:50:00.000000,29.56
2023-07-13T07:55:00.000000,33.0
2023-07-13T08:00:00.000000,34.41
2023-07-13T08:05:00.000000,35.54
2023-07-13T08:10:00.000000,33.94
2023-07-13T08:15:00.000000,35.19
2023-07-13T08:20:00.000000,32.11
2023-07-13T08:25:00.000000,32.22
2023-07-13T08:30:00.000000,33.37
2023-07-13T08:35:00.000000,36.31
2023-07-13T08:40:00.000000,35.79
2023-07-13T08:45:00.000000,36.14
2023-07-13T08:50:00.000000,33.99
2023-07-13T08:55:00.000000,34.88
2023-07-13T09:00:00.000000,31.41
2023-07-13T09:05:00.000000,36.97
2023-07-13T09:10:00.000000,31.07
2023-07-13T09:15:00.000000,33.72
2023-07-13T09:20:00.000000,36.1
2023-07-13T09:25:00.000000,35.27
2023-07-13T09:30:00.000000,35.79
2023-07-13T09:35:00.000000,34.53
2023-07-13T09:40:00.000000,41.28
2023-07-13T09:45:00.000000,36.06
2023-07-13T09:50:00.000000,36.14
2023-07-13T09:55:00.000000,35.67
2023-07-13T10:00:00.000000,38.38
2023-07-13T10:05:00.000000,36.1
2023-07-13T10:10:00.000000,37.63
2023-07-13T10:15:00.000000,34.48
2023-07-13T10:20:00.000000,58.33
2023-07-13T10:25:00.000000,37.85
2023-07-13T10:30:00.000000,37.47
2023-07-13T10:35:00.000000,35.47
2023-07-13T10:40:00.000000,34.91
2023-07-13T10:45:00.000000,36.48
2023-07-13T10:50:00.000000,35.09
2023-07-13T10:55:00.000000,35.19
2023-07-13T11:00:00.000000,36.4
2023-07-13T11:05:00.000000,34.69
2023-07-13T11:10:00.000000,33.6
2023-07-13T11:15:00.000000,37.72
2023-07-13T11:20:00.000000,36.0
2023-07-13T11:25:00.000000,36.23
2023-07-13T11:30:00.000000,36.42
2023-07-13T11:35:00.000000,37.85
2023-07-13T11:40:00.000000,35.2
2023-07-13T11:45:00.000000,33.67
2023-07-13T11:50:00.000000,37.49
2023-07-13T11:55:00.000000,34.29
2023-07-13T12:00:00.000000,33.77
2023-07-13T12:05:00.000000,34.81
2023-07-13T12:10:00.000000,39.45
2023-07-13T12:15:00.000000,35.41
2023-07-13T12:20:00.000000,37.08
2023-07-13T12:25:00.000000,41.77
2023-07-13T12:30:00.000000,34.62
2023-07-13T12:35:00.000000,34.26
2023-07-13T12:40:00.000000,37.53
2023-07-13T12:45:00.000000,37.08
2023-07-13T12:50:00.000000,36.38
2023-07-13T12:55:00.000000,38.11
2023-07-13T13:00:00.000000,37.72
2023-07-13T13:05:00.000000,36.99
2023-07-13T13:10:00.000000,36.02
2023-07-13T13:15:00.000000,36.27
2023-07-13T13:20:00.000000,36.56
2023-07-13T13:25:00.000000,39.85
2023-07-13T13:30:00.000000,40.78
2023-07-13T13:35:00.000000,33.58
2023-07-13T13:40:00.000000,33.63
2023-07-13T13:45:00.000000,32.42
2023-07-13T13:50:00.000000,34.31
2023-07-13T13:55:00.000000,35.44
2023-07-13T14:00:00.000000,32.13
2023-07-13T14:05:00.000000,32.35
2023-07-13T14:10:00.000000,31.97
2023-07-13T14:15:00.000000,32.54
2023-07-13T14:20:00.000000,33.03
2023-07-13T14:25:00.000000,32.18
2023-07-13T14:30:00.000000,34.12
2023-07-13T14:35:00.000000,36.7
2023-07-13T14:40:00.000000,32.99
2023-07-13T14:45:00.000000,31.98
2023-07-13T14:50:00.000000,31.65
2023-07-13T14:55:00.000000,33.16
2023-07-13T15:00:00.000000,33.71
2023-07-13T15:05:00.000000,32.8
2023-07-13T15:10:00.000000,35.65
2023-07-13T15:15:00.000000,31.88
2023-07-13T15:20:00.000000,34.02
2023-07-13T15:25:00.000000,31.45
2023-07-13T15:30:00.000000,31.0
2023-07-13T15:35:00.000000,30.18
2023-07-13T15:40:00.000000,32.51
2023-07-13T15:45:00.000000,29.93
2023-07-13T15:50:00.000000,28.71
2023-07-13T15:55:00.000000,28.31
2023-07-13T16:00:00.000000,29.58
2023-07-13T16:05:00.000000,27.56
2023-07-13T16:10:00.000000,26.48
2023-07-13T16:15:00.000000,26.94
2023-07-13T16:20:00.000000,25.03
2023-07-13T16:25:00.000000,23.69
2023-07-13T16:30:00.000000,20.81
2023-07-13T16:35:00.000000,19.95
2023-07-13T16:40:00.000000,18.38
2023-07-13T16:45:00.000000,24.02
2023-07-13T16:50:00.000000,23.09
2023-07-13T16:55:00.000000,25.58
2023-07-13T17:00:00.000000,24.08
2023-07-13T17:05:00.000000,23.9
2023-07-13T17:10:00.000000,24.83
2023-07-13T17:15:00.000000,25.54
2023-07-13T17:20:00.000000,26.2
2023-07-13T17:25:00.000000,24.89
2023-07-13T17:30:00.000000,26.54
2023-07-13T17:35:00.000000,27.24
2023-07-13T17:40:00.000000,30.02
2023-07-13T17:45:00.000000,25.84
2023-07-13T17:50:00.000000,24.7
2023-07-13T17:55:00.000000,28.07
2023-07-13T18:00:00.000000,22.83
2023-07-13T18:05:00.000000,22.0
2023-07-13T18:10:00.000000,22.59
2023-07-13T18:15:00.000000,24.76
2023-07-13T18:20:00.000000,23.21
2023-07-13T18:25:00.000000,23.16
2023-07-13T18:30:00.000000,23.78
2023-07-13T18:35:00.000000,23.64
2023-07-13T18:40:00.000000,22.02
2023-07-13T18:45:00.000000,33.21
2023-07-13T18:50:00.000000,27.72
2023-07-13T18:55:00.000000,24.83
2023-07-13T19:00:00.000000,20.9
2023-07-13T19:05:00.000000,26.16
2023-07-13T19:10:00.000000,26.04
2023-07-13T19:15:00.000000,20.42
2023-07-13T19:20:00.000000,23.72
2023-07-13T19:25:00.000000,29.14
2023-07-13T19:30:00.000000,27.23
2023-07-13T19:35:00.000000,28.55
2023-07-13T19:40:00.000000,29.57
2023-07-13T19:45:00.000000,30.54
2023-07-13T19:50:00.000000,29.72
2023-07-13T19:55:00.000000,28.32
2023-07-13T20:00:00.000000,25.72
2023-07-13T20:05:00.000000,24.41
2023-07-13T20:10:00.000000,24.8
2023-07-13T20:15:00.000000,28.67
2023-07-13T20:20:00.000000,28.05
2023-07-13T20:25:00.000000,29.22
2023-07-13T20:30:00.000000,31.62
2023-07-13T20:35:00.000000,30.25
2023-07-13T20:40:00.000000,32.07
2023-07-13T20:45:00.000000,28.83
2023-07-13T20:50:00.000000,30.24
2023-07-13T20:55:00.000000,31.79
2023-07-13T21:00:00.000000,31.95
2023-07-13T21:05:00.000000,30.31
2023-07-13T21:10:00.000000,32.27
2023-07-13T21:15:00.000000,30.81
2023-07-13T21:20:00.000000,30.68
2023-07-13T21:25:00.000000,29.39
2023-07-13T21:30:00.000000,31.48
2023-07-13T21:35:00.000000,31.17
2023-07-13T21:40:00.000000,33.66
2023-07-13T21:45:00.000000,36.91
2023-07-13T21:50:00.000000,31.25
2023-07-13T21:55:00.000000,31.42
2023-07-13T22:00:00.000000,33.98
2023-07-13T22:05:00.000000,32.24
2023-07-13T22:10:00.000000,32.68
2023-07-13T22:15:00.000000,31.99
2023-07-13T22:20:00.000000,32.67
2023-07-13T22:25:00.000000,31.59
2023-07-13T22:30:00.000000,33.65
2023-07-13T22:35:00.000000,35.75
2023-07-13T22:40:00.000000,34.3
2023-07-13T22:45:00.000000,36.43
2023-07-13T22:50:00.000000,35.3
2023-07-13T22:55:00.000000,34.53
2023-07-13T23:00:00.000000,31.64
2023-07-13T23:05:00.000000,34.73
2023-07-13T23:10:00.000000,35.72
2023-07-13T23:15:00.000000,32.64
2023-07-13T23:20:00.000000,35.42
2023-07-13T23:25:00.000000,34.22
2023-07-13T23:30:00.000000,35.6
2023-07-13T23:35:00.000000,35.03
2023-07-13T23:40:00.000000,34.0
2023-07-13T23:45:00.000000,32.05
2023-07-13T23:50:00.000000,31.47
2023-07-13T23:55:00.000000,30.19
2023-07-14T00:00:00.000000,30.8
2023-07-14T00:05:00.000000,34.33
2023-07-14T00:10:00.000000,30.98
2023-07-14T00:15:00.000000,34.78
2023-07-14T00:20:00.000000,30.39
2023-07-14T00:25:00.000000,32.74
2023-07-14T00:30:00.000000,29.04
2023-07-14T00:35:00.000000,31.48
2023-07-14T00:40:00.000000,26.87
2023-07-14T00:45:00.000000,29.46
2023-07-14T00:50:00.000000,28.65
2023-07-14T00:55:00.000000,26.39
2023-07-14T01:00:00.000000,26.85
2023-07-14T01:05:00.000000,26.51
2023-07-14T01:10:00.000000,25.12
2023-07-14T01:15:00.000000,28.14
2023-07-14T01:20:00.000000,29.84
2023-07-14T01:25:00.000000,27.34
2023-07-14T01:30:00.000000,27.6
2023-07-14T01:35:00.000000,34.86
2023-07-14T01:40:00.000000,28.44
2023-07-14T01:45:00.000000,28.57
2023-07-14T01:50:00.000000,27.3
2023-07-14T01:55:00.000000,27.7
2023-07-14T02:00:00.000000,30.63
2023-07-14T02:05:00.000000,25.57
2023-07-14T02:10:00.000000,23.84
2023-07-14T02:15:00.000000,23.96
2023-07-14T02:20:00.000000,25.54
2023-07-14T02:25:00.000000,21.86
2023-07-14T02:30:00.000000,21.55
2023-07-14T02:35:00.000000,19.49
2023-07-14T02:40:00.000000,19.48
2023-07-14T02:45:00.000000,16.99
2023-07-14T02:50:00.000000,17.01
2023-07-14T02:55:00.000000,18.9
2023-07-14T03:00:00.000000,16.29
2023-07-14T03:05:00.000000,15.54
2023-07-14T03:10:00.000000,15.19
2023-07-14T03:15:00.000000,14.62
2023-07-14T03:20:00.000000,13.37
2023-07-14T03:25:00.000000,14.01
2023-07-14T03:30:00.000000,14.27
2023-07-14T03:35:00.000000,9.26
2023-07-14T03:40:00.000000,6.73
2023-07-14T03:45:00.000000,5.65
2023-07-14T03:50:00.000000,6.78
2023-07-14T03:55:00.000000,10.06
2023-07-14T04:00:00.000000,15.32
2023-07-14T04:05:00.000000,7.94
2023-07-14T04:10:00.000000,14.77
2023-07-14T04:15:00.000000,11.23
2023-07-14T04:20:00.000000,12.39
2023-07-14T04:25:00.000000,11.4
2023-07-14T04:30:00.000000,16.06
2023-07-14T04:35:00.000000,19.64
2023-07-14T04:40:00.000000,20.63
2023-07-14T04:45:00.000000,20.48
2023-07-14T04:50:00.000000,26.21
2023-07-14T04:55:00.000000,24.66
2023-07-14T05:00:00.000000,20.97
2023-07-14T05:05:00.000000,22.77
2023-07-14T05:10:00.000000,42.88
2023-07-14T05:15:00.000000,27.27
2023-07-14T05:20:00.000000,29.88
2023-07-14T05:25:00.000000,29.73
2023-07-14T05:30:00.000000,32.02
2023-07-14T05:35:00.000000,34.56
2023-07-14T05:40:00.000000,35.62
2023-07-14T05:45:00.000000,35.35
2023-07-14T05:50:00.000000,35.5
2023-07-14T05:55:00.000000,36.95
2023-07-14T06:00:00.000000,36.13
2023-07-14T06:05:00.000000,36.05
2023-07-14T06:10:00.000000,34.23
2023-07-14T06:15:00.000000,36.23
2023-07-14T06:19:00.000000,36.83
2023-07-14T06:25:00.000000,41.5
2023-07-14T06:30:00.000000,38.14
2023-07-14T06:35:00.000000,36.92
2023-07-14T06:40:00.000000,36.53
2023-07-14T06:45:00.000000,36.23
2023-07-14T06:50:00.000000,36.06
2023-07-14T06:55:00.000000,36.97
2023-07-14T07:00:00.000000,37.14
2023-07-14T07:05:00.000000,36.7
2023-07-14T07:10:00.000000,37.18
2023-07-14T07:15:00.000000,37.65
2023-07-14T07:20:00.000000,36.6
2023-07-14T07:25:00.000000,38.26
2023-07-14T07:30:00.000000,37.04
2023-07-14T07:35:00.000000,35.43
2023-07-14T07:40:00.000000,36.98
2023-07-14T07:45:00.000000,39.22
2023-07-14T07:50:00.000000,38.7
2023-07-14T07:55:00.000000,36.46
2023-07-14T08:00:00.000000,37.17
2023-07-14T08:05:00.000000,38.28
2023-07-14T08:10:00.000000,38.3
2023-07-14T08:15:00.000000,37.27
2023-07-14T08:20:00.000000,38.66
2023-07-14T08:25:00.000000,38.07
2023-07-14T08:30:00.000000,39.93
2023-07-14T08:35:00.000000,39.56
2023-07-14T08:40:00.000000,37.87
2023-07-14T08:45:00.000000,40.69
2023-07-14T08:50:00.000000,39.73
2023-07-14T08:55:00.000000,39.94
2023-07-14T09:00:00.000000,40.42
2023-07-14T09:05:00.000000,42.55
2023-07-14T09:10:00.000000,43.49
2023-07-14T09:15:00.000000,41.22
2023-07-14T09:20:00.000000,43.78
2023-07-14T09:25:00.000000,43.15
2023-07-14T09:30:00.000000,45.18
2023-07-14T09:35:00.000000,43.15
2023-07-14T09:40:00.000000,44.55
2023-07-14T09:45:00.000000,44.9
2023-07-14T09:50:00.000000,43.91
2023-07-14T09:55:00.000000,42.37
2023-07-14T10:00:00.000000,48.71
2023-07-14T10:05:00.000000,49.66
2023-07-14T10:10:00.000000,46.73
2023-07-14T10:15:00.000000,45.77
2023-07-14T10:20:00.000000,46.73
2023-07-14T10:25:00.000000,45.79
2023-07-14T10:30:00.000000,46.68
2023-07-14T10:35:00.000000,46.43
2023-07-14T10:40:00.000000,48.23
2023-07-14T10:45:00.000000,48.8
2023-07-14T10:50:00.000000,46.7
2023-07-14T10:55:00.000000,48.08
2023-07-14T11:00:00.000000,47.92
2023-07-14T11:05:00.000000,48.87
2023-07-14T11:10:00.000000,46.15
2023-07-14T11:15:00.000000,49.53
2023-07-14T11:20:00.000000,46.65
2023-07-14T11:25:00.000000,46.98
2023-07-14T11:30:00.000000,47.94
2023-07-14T11:35:00.000000,48.72
2023-07-14T11:40:00.000000,48.81
2023-07-14T11:45:00.000000,44.86
2023-07-14T11:50:00.000000,48.23
2023-07-14T11:55:00.000000,45.33
2023-07-14T12:00:00.000000,57.29
2023-07-14T12:05:00.000000,44.79
2023-07-14T12:10:00.000000,45.09
2023-07-14T12:15:00.000000,47.08
2023-07-14T12:20:00.000000,44.55
2023-07-14T12:25:00.000000,42.63
2023-07-14T12:30:00.000000,49.83
2023-07-14T12:35:00.000000,48.33
2023-07-14T12:40:00.000000,42.27
2023-07-14T12:45:00.000000,39.12
2023-07-14T12:50:00.000000,42.78
2023-07-14T12:55:00.000000,41.65
2023-07-14T13:00:00.000000,39.04
2023-07-14T13:05:00.000000,43.71
2023-07-14T13:10:00.000000,45.99
2023-07-14T13:15:00.000000,35.92
2023-07-14T13:20:00.000000,38.05
2023-07-14T13:25:00.000000,37.85
2023-07-14T13:30:00.000000,37.75
2023-07-14T13:35:00.000000,37.06
2023-07-14T13:40:00.000000,35.12
2023-07-14T13:45:00.000000,38.12
2023-07-14T13:50:00.000000,38.72
2023-07-14T13:55:00.000000,35.61
2023-07-14T14:00:00.000000,38.02
2023-07-14T14:05:00.000000,33.42
2023-07-14T14:10:00.000000,31.79
2023-07-14T14:15:00.000000,28.4
2023-07-14T14:20:00.000000,25.25
2023-07-14T14:25:00.000000,23.76
2023-07-14T14:30:00.000000,23.81
2023-07-14T14:35:00.000000,21.02
2023-07-14T14:40:00.000000,23.75
2023-07-14T14:45:00.000000,20.23
2023-07-14T14:50:00.000000,23.53
2023-07-14T14:55:00.000000,21.35
2023-07-14T15:00:00.000000,24.56
2023-07-14T15:05:00.000000,19.42
2023-07-14T15:10:00.000000,20.71
2023-07-14T15:15:00.000000,14.72
2023-07-14T15:20:00.000000,17.38
2023-07-14T15:25:00.000000,15.15
2023-07-14T15:30:00.000000,16.37
2023-07-14T15:35:00.000000,10.82
2023-07-14T15:40:00.000000,14.91
2023-07-14T15:45:00.000000,12.87
2023-07-14T15:50:00.000000,14.01
2023-07-14T15:55:00.000000,16.8
2023-07-14T16:00:00.000000,14.35
2023-07-14T16:05:00.000000,18.09
2023-07-14T16:10:00.000000,13.13
2023-07-14T16:15:00.000000,11.47
2023-07-14T16:20:00.000000,11.64
2023-07-14T16:25:00.000000,22.89
2023-07-14T16:30:00.000000,23.36
2023-07-14T16:35:00.000000,23.37
2023-07-14T16:40:00.000000,23.84
2023-07-14T16:45:00.000000,22.92
2023-07-14T16:50:00.000000,23.28
2023-07-14T16:55:00.000000,24.19
2023-07-14T17:00:00.000000,21.48
2023-07-14T17:05:00.000000,20.35
2023-07-14T17:10:00.000000,20.56
2023-07-14T17:15:00.000000,20.6
2023-07-14T17:20:00.000000,25.73
2023-07-14T17:25:00.000000,23.74
2023-07-14T17:30:00.000000,22.92
2023-07-14T17:35:00.000000,21.33
2023-07-14T17:40:00.000000,22.55
2023-07-14T17:45:00.000000,28.33
2023-07-14T17:50:00.000000,30.49
2023-07-14T17:55:00.000000,27.58
2023-07-14T18:00:00.000000,24.13
2023-07-14T18:05:00.000000,23.38
2023-07-14T18:10:00.000000,21.34
2023-07-14T18:15:00.000000,19.7
2023-07-14T18:20:00.000000,22.43
2023-07-14T18:25:00.000000,20.39
2023-07-14T18:30:00.000000,14.96
2023-07-14T18:35:00.000000,16.49
2023-07-14T18:40:00.000000,18.23
2023-07-14T18:45:00.000000,20.35
2023-07-14T18:50:00.000000,20.66
2023-07-14T18:55:00.000000,22.31
2023-07-14T19:00:00.000000,21.72
2023-07-14T19:05:00.000000,19.38
2023-07-14T19:10:00.000000,20.26
2023-07-14T19:15:00.000000,19.46
2023-07-14T19:20:00.000000,23.79
2023-07-14T19:25:00.000000,22.16
2023-07-14T19:30:00.000000,17.64
2023-07-14T19:35:00.000000,16.05
2023-07-14T19:40:00.000000,13.52
2023-07-14T19:45:00.000000,14.46
2023-07-14T19:50:00.000000,16.5
2023-07-14T19:55:00.000000,18.1
2023-07-14T20:00:00.000000,15.91
2023-07-14T20:05:00.000000,19.52
2023-07-14T20:10:00.000000,26.07
2023-07-14T20:15:00.000000,23.06
2023-07-14T20:20:00.000000,25.83
2023-07-14T20:25:00.000000,25.43
2023-07-14T20:30:00.000000,24.6
2023-07-14T20:35:00.000000,24.21
2023-07-14T20:40:00.000000,26.2
2023-07-14T20:45:00.000000,25.99
2023-07-14T20:50:00.000000,28.29
2023-07-14T20:55:00.000000,24.29
2023-07-14T21:00:00.000000,25.6
2023-07-14T21:05:00.000000,26.72
2023-07-14T21:10:00.000000,26.25
2023-07-14T21:15:00.000000,25.16
2023-07-14T21:20:00.000000,25.08
2023-07-14T21:25:00.000000,27.15
2023-07-14T21:30:00.000000,29.6
2023-07-14T21:35:00.000000,29.57
2023-07-14T21:40:00.000000,28.5
2023-07-14T21:45:00.000000,28.8
2023-07-14T21:50:00.000000,28.15
2023-07-14T21:55:00.000000,29.98
2023-07-14T22:00:00.000000,30.07
2023-07-14T22:05:00.000000,29.84
2023-07-14T22:10:00.000000,31.8
2023-07-14T22:15:00.000000,31.33
2023-07-14T22:20:00.000000,28.8
2023-07-14T22:25:00.000000,29.13
2023-07-14T22:30:00.000000,31.39
2023-07-14T22:35:00.000000,33.46
2023-07-14T22:40:00.000000,29.87
2023-07-14T22:45:00.000000,34.46
2023-07-14T22:50:00.000000,37.79
2023-07-14T22:55:00.000000,28.4
2023-07-14T23:00:00.000000,33.71
2023-07-14T23:05:00.000000,29.62
2023-07-14T23:10:00.000000,28.44
2023-07-14T23:15:00.000000,26.84
2023-07-14T23:20:00.000000,27.96
2023-07-14T23:25:00.000000,29.1
2023-07-14T23:30:00.000000,32.39
2023-07-14T23:35:00.000000,32.84
2023-07-14T23:40:00.000000,30.03
2023-07-14T23:45:00.000000,29.25
2023-07-14T23:50:00.000000,29.34
2023-07-14T23:55:00.000000,32.5
2023-07-15T00:00:00.000000,29.08
2023-07-15T00:05:00.000000,27.42
2023-07-15T00:10:00.000000,28.28
2023-07-15T00:15:00.000000,25.81
2023-07-15T00:20:00.000000,23.2
2023-07-15T00:25:00.000000,23.61
2023-07-15T00:30:00.000000,22.6
2023-07-15T00:35:00.000000,24.46
2023-07-15T00:40:00.000000,23.42
2023-07-15T00:45:00.000000,27.01
2023-07-15T00:50:00.000000,25.24
2023-07-15T00:55:00.000000,26.67
2023-07-15T01:00:00.000000,26.88
2023-07-15T01:05:00.000000,28.14
2023-07-15T01:10:00.000000,26.03
2023-07-15T01:15:00.000000,25.08
2023-07-15T01:20:00.000000,26.41
2023-07-15T01:25:00.000000,26.03
2023-07-15T01:30:00.000000,21.19
2023-07-15T01:35:00.000000,20.37
2023-07-15T01:40:00.000000,16.03
2023-07-15T01:45:00.000000,16.45
2023-07-15T01:50:00.000000,15.08
2023-07-15T01:55:00.000000,14.98
2023-07-15T02:00:00.000000,14.55
2023-07-15T02:05:00.000000,15.63
2023-07-15T02:10:00.000000,16.5
2023-07-15T02:15:00.000000,18.05
2023-07-15T02:20:00.000000,20.86
2023-07-15T02:25:00.000000,24.37
2023-07-15T02:30:00.000000,21.9
2023-07-15T02:35:00.000000,24.11
2023-07-15T02:40:00.000000,25.02
2023-07-15T02:45:00.000000,21.2
2023-07-15T02:50:00.000000,23.03
2023-07-15T02:55:00.000000,22.06
2023-07-15T03:00:00.000000,17.99
2023-07-15T03:05:00.000000,19.13
2023-07-15T03:10:00.000000,15.32
2023-07-15T03:15:00.000000,16.43
2023-07-15T03:20:00.000000,18.3
2023-07-15T03:25:00.000000,17.95
2023-07-15T03:30:00.000000,14.83
2023-07-15T03:35:00.000000,16.66
2023-07-15T03:40:00.000000,16.51
2023-07-15T03:45:00.000000,12.48
2023-07-15T03:50:00.000000,11.32
2023-07-15T03:55:00.000000,5.86
2023-07-15T04:00:00.000000,6.19
2023-07-15T04:05:00.000000,4.66
2023-07-15T04:10:00.000000,6.44
2023-07-15T04:15:00.000000,7.43
2023-07-15T04:20:00.000000,4.53
2023-07-15T04:25:00.000000,7.21
2023-07-15T04:30:00.000000,5.05
2023-07-15T04:35:00.000000,8.2
2023-07-15T04:40:00.000000,6.92
2023-07-15T04:45:00.000000,8.28
2023-07-15T04:50:00.000000,13.35
2023-07-15T04:55:00.000000,13.74
2023-07-15T05:00:00.000000,16.72
2023-07-15T05:05:00.000000,15.11
2023-07-15T05:10:00.000000,15.46
2023-07-15T05:15:00.000000,16.42
2023-07-15T05:20:00.000000,15.72
2023-07-15T05:25:00.000000,15.97
2023-07-15T05:30:00.000000,13.21
2023-07-15T05:35:00.000000,16.86
2023-07-15T05:40:00.000000,17.23
2023-07-15T05:45:00.000000,17.36
2023-07-15T05:50:00.000000,20.38
2023-07-15T05:55:00.000000,20.55
2023-07-15T06:00:00.000000,25.86
2023-07-15T06:05:00.000000,22.09
2023-07-15T06:10:00.000000,30.89
2023-07-15T06:15:00.000000,26.66
2023-07-15T06:20:00.000000,26.74
2023-07-15T06:25:00.000000,27.39
2023-07-15T06:30:00.000000,30.47
2023-07-15T06:35:00.000000,29.3
2023-07-15T06:40:00.000000,29.99
2023-07-15T06:45:00.000000,28.98
2023-07-15T06:50:00.000000,27.75
2023-07-15T06:55:00.000000,28.24
2023-07-15T07:00:00.000000,30.31
2023-07-15T07:05:00.000000,29.68
